"","ID","name","club","photo","overall","x","y","type","color","position","neigh_1","neigh_2","neigh_3","neigh_4","neigh_5"
"134",212814,"João Mário","Inter","212814.png",83,2.94553353759528,0.0585524419945466,"Box to Box Player","#C07C8D","CAM,CM","R. Pereyra","M. Brozović","Manu Trigueros","G. Castro","Bruno Peres"
"135",212190,"N. Süle","FC Bayern Munich","212190.png",83,-3.2211204047985,-5.56103054905213,"Defensive Anchor","#EF6537","CB","F. Fazio","K. Koulibaly","K. Glik","G. Paletta","P. Mertesacker"
"136",210257,"Ederson","Manchester City","210257.png",83,-10.6692994523724,2.64463000139445,"Goalkeeper","#9487C6","GK","V. Enyeama","H. Lloris","A. Onana","K. Schmeichel","Casillas"
"137",209658,"L. Goretzka","FC Schalke 04","209658.png",83,3.1912139307584,-1.02519728069048,"Box to Box Player","#C07C8D","CAM,CM,CDM","J. Henderson","N. Kanté","A. Witsel","D. Srna","Gabi"
"138",209499,"Fabinho","AS Monaco","209499.png",83,2.05367913491898,-2.51027149152487,"Box to Box Player","#C07C8D","CDM","D. De Rossi","T. Meunier","J. Kucka","Bruno","R. Battaglia"
"139",209331,"M. Salah","Liverpool","209331.png",83,2.57959052863039,2.36725340419826,"Out and Out Attacker","#2C90F7","RW","Denis Suárez","Nolito","Lucas Pérez","L. Sané","F. Thauvin"
"140",208596,"A. Belotti","Torino","208596.png",83,1.52237227072775,1.28592196669512,"Out and Out Attacker","#2C90F7","ST","Ganso","Morata","D. Laxalt","Gerard Moreno","Williams"
"141",208448,"E. Forsberg","RB Leipzig","208448.png",83,2.407134834506,2.99736374662886,"Out and Out Attacker","#2C90F7","CAM,LM","H. Son","D. Perotti","R. Boudebouz","P. Piatti","C. Vela"
"142",207865,"Marquinhos","Paris Saint-Germain","207865.png",83,-0.241420448808096,-3.41485416792281,"Defensive Playmaker","#DC7157","CB","P. Jones","S. Bender","L. Koscielny","G. Rodríguez","Daniel Carriço"
"143",207566,"William Carvalho","Sporting CP","207566.png",83,0.819715134734733,-3.47497989089515,"Defensive Playmaker","#DC7157","CM,CDM","G. Krychowiak","M. Fellaini","E. Dier","Danilo Pereira","Iborra"
"144",205600,"S. Umtiti","FC Barcelona","205600.png",83,1.53084804055859,-2.27769790312544,"Box to Box Player","#C07C8D","CB","J. Mascherano","L. Dendoncker","Mário Fernandes","G. Xhaka","S. Milinković-Savić"
"145",204485,"R. Mahrez","Leicester City","204485.png",83,2.62166089686653,3.97664883743864,"Out and Out Attacker","#2C90F7","RM","Malcom","M. Lanzini","O. Dembélé","Iago Falqué","Y. Brahimi"
"146",203376,"V. van Dijk","Southampton","203376.png",83,0.330498272353336,-3.94671123620351,"Defensive Playmaker","#DC7157","CB","Javi Martínez","Piqué","T. Motta","B. Ivanović","J. Boateng"
"147",201942,"Roberto Firmino","Liverpool","201942.png",83,3.1489706149791,1.23516206737918,"Box to Box Player","#C07C8D","ST,CF,CAM","J. Cuadrado","A. Candreva","M. Acuña","K. Volland","N. Keïta"
"148",200888,"Danilo Pereira","FC Porto","200888.png",83,0.99424833928097,-3.37821323558647,"Defensive Playmaker","#DC7157","CM,CDM,CB","M. Fellaini","William Carvalho","M. Hummels","G. Krychowiak","E. Dier"
"149",199715,"Vitolo","UD Las Palmas","199715.png",83,1.93430702682199,1.83136734567746,"Out and Out Attacker","#2C90F7","RM,LM","R. Saponara","C. Bakambu","A. Ruiz","Morales","J. Iličić"
"150",199482,"A. Lopes","Olympique Lyonnais","199482.png",83,-10.7611588945699,2.31176055881535,"Goalkeeper","#9487C6","GK","Y. Sommer","J. Cillessen","J. Zoet","Rui Patrício","Casillas"
"151",198176,"S. de Vrij","Lazio","198176.png",83,-1.19045492728318,-3.82711682551372,"Defensive Anchor","#EF6537","CB","S. Sané","Felipe","A. Rüdiger","J. Bruma","G. Cahill"
"152",198009,"M. Perin","Genoa","198009.png",83,-11.261376197642,2.72998403981987,"Goalkeeper","#9487C6","GK","G. Ochoa","Sergio Asenjo","K. Navas","A. Onana","Pau López"
"153",197061,"J. Matip","Liverpool","197061.png",83,-0.629162565947936,-3.92210468864997,"Defensive Playmaker","#DC7157","CB","S. Kjær","V. Ćorluka","Víctor Ruíz","A. Laporte","Miranda"
"154",193474,"I. Gueye","Everton","193474.png",83,1.84344692191981,-2.02299766718358,"Box to Box Player","#C07C8D","CM,CDM","A. Hutchinson","M. Mandžukić","M. Schneiderlin","S. Milinković-Savić","F. Ghoulam"
"155",192629,"Iago Aspas","RC Celta de Vigo","192629.png",83,2.80498276662219,3.38987130368524,"Out and Out Attacker","#2C90F7","RW,ST","Gabriel Jesus","Y. Carrasco","E. Çolak","Pedro","Q. Promes"
"156",192387,"C. Immobile","Lazio","192387.png",83,1.73719879631084,0.953331265374704,"Out and Out Attacker","#2C90F7","ST","M. Balotelli","D. Welbeck","D. Laxalt","N. Jørgensen","Rubén Pardo"
"157",192366,"N. Otamendi","Manchester City","192366.png",83,-0.33837785426144,-3.68999648010047,"Defensive Playmaker","#DC7157","CB","R. Varane","Miranda","B. Höwedes","A. Laporte","S. Kolašinac"
"158",191180,"J. Pastore","Paris Saint-Germain","191180.png",83,2.67661455362776,0.662060495261411,"Box to Box Player","#C07C8D","RW,LW,CM","Bruno Fernandes","G. Sigurðsson","V. Birsa","V. Koziello","M. Kovačić"
"159",189513,"Parejo","Valencia CF","189513.png",83,2.76498542053712,0.310590456681991,"Box to Box Player","#C07C8D","CAM,CM,CDM","Manuel Fernandes","Jorginho","D. Baselli","R. Soriano","Manu Trigueros"
"160",189358,"S. Kagawa","Borussia Dortmund","189358.png",83,2.11321002748782,3.81863831384913,"Out and Out Attacker","#2C90F7","CF,CAM","F. Orellana","Pedro Santos","Deulofeu","K. Coman","J. Defoe"
"161",189125,"G. Bonaventura","Milan","189125.png",83,3.4594765798283,0.267926584912095,"Box to Box Player","#C07C8D","LW,CM","J. Seri","M. Verratti","João Moutinho","I. Gündoğan","Jordi Alba"
"162",189068,"B. Dost","Sporting CP","189068.png",83,-0.269727123975479,-1.168357140206,"Box to Box Player","#C07C8D","ST","S. Wagner","E. Hysaj","Hugo Mallo","M. Kranevitter","C. Kramer"
"163",188377,"K. Walker","Manchester City","188377.png",83,2.26958018305701,-1.73664714632272,"Box to Box Player","#C07C8D","RB,RWB","Y. Rakitskyi","Marcos Alonso","S. Aurier","B. Schweinsteiger","M. Dembélé"
"164",188152,"Oscar",NA,"188152.png",83,2.4990585944582,3.26360264131741,"Out and Out Attacker","#2C90F7","CAM","P. Piatti","C. Vela","D. Perotti","Bruma","Muniain"
"165",187936,"S. N'Zonzi","Sevilla FC","187936.png",83,0.842960598208821,-3.77443862173643,"Defensive Playmaker","#DC7157","CM,CDM","Iborra","E. Dier","T. Alderweireld","G. Krychowiak","William Carvalho"
"166",186547,"M. Musacchio","Milan","186547.png",83,0.149632465898253,-2.96543595808305,"Defensive Playmaker","#DC7157","CB","C. Yacob","L. Tousart","Lucas Leiva","N. Pareja","S. Mustafi"
"167",185239,"O. Toprak","Borussia Dortmund","185239.png",83,-0.685611875498907,-3.37284377038004,"Defensive Playmaker","#DC7157","CB","V. Lindelöf","J. Stones","Oriol Romeu","G. Rodríguez","E. Bailly"
"168",185020,"José Callejón","Napoli","185020.png",83,2.66300320305722,2.95472799239475,"Out and Out Attacker","#2C90F7","RW","F. Bernardeschi","R. Boudebouz","H. Son","Bruma","D. Perotti"
"169",184826,"Adrien Silva",NA,"184826.png",83,3.5842578044154,-0.41804076043895,"Box to Box Player","#C07C8D","CM,CDM","Ander Herrera","L. Baines","T. Kroos","M. Hamšík","D. Alaba"
"170",184431,"S. Giovinco","Toronto FC","184431.png",83,4.29792582426679,4.89462773964916,"Out and Out Attacker","#2C90F7","ST,CF","D. Mertens","L. Messi","Neymar","L. Insigne","A. Gómez"
"171",184144,"N. Gaitán","Atlético Madrid","184144.png",83,3.22402237806085,3.19282926532934,"Out and Out Attacker","#2C90F7","LM","T. Hazard","W. Ben Yedder","Gelson Martins","S. Nasri","W. Sneijder"
"172",181783,"M. Mandžukić","Juventus","181783.png",83,1.97545310061412,-1.91744535484305,"Box to Box Player","#C07C8D","ST,LM","F. Ghoulam","E. Can","A. Hutchinson","I. Gueye","B. Schweinsteiger"
"173",180819,"A. Lallana","Liverpool","180819.png",83,3.22353539658673,0.379527737669532,"Box to Box Player","#C07C8D","CM","Koke","G. Wijnaldum","I. Gündoğan","A. Turan","W. Rooney"
"174",179784,"B. Höwedes","Juventus","179784.png",83,-0.557057090631392,-3.59442950320154,"Defensive Playmaker","#DC7157","CB","S. Kolašinac","E. Bailly","M. Keane","L. Koscielny","R. Varane"
"175",178562,"E. Banega","Sevilla FC","178562.png",83,3.10888574930692,0.947302738353031,"Box to Box Player","#C07C8D","CAM,CM","Fred","O. Özyakup","E. Cavani","I. Perišić","Y. Belhanda"
"176",178005,"Rui Patrício","Sporting CP","178005.png",83,-10.8110065905386,2.04494872702267,"Goalkeeper","#9487C6","GK","Júlio César","J. Zoet","J. Cillessen","J. Hart","A. Lopes"
"177",177683,"Y. Sommer","Borussia Mönchengladbach","177683.png",83,-10.8703315148187,2.36630269417634,"Goalkeeper","#9487C6","GK","A. Lopes","Pau López","K. Navas","J. Zoet","J. Cillessen"
"178",177388,"D. Payet","Olympique de Marseille","177388.png",83,3.19582557284049,2.50338012199413,"Out and Out Attacker","#2C90F7","LW,CAM","X. Shaqiri","K. Gameiro","Marlos","Raffael","D. Berardi"
"179",177358,"M. Schneiderlin","Everton","177358.png",83,1.98970052834566,-2.11889501709551,"Box to Box Player","#C07C8D","CM,CDM","E. Can","Azpilicueta","I. Gueye","A. Hutchinson","M. Mandžukić"
"180",176769,"Jonas","SL Benfica","176769.png",83,2.87914150726908,2.1758542563565,"Out and Out Attacker","#2C90F7","ST,CF","M. Almirón","Lucas Vázquez","M. Rashford","Giuliano","P. Aubameyang"
"181",173771,"L. Piszczek","Borussia Dortmund","173771.png",83,2.19131628307848,-1.95497042703217,"Box to Box Player","#C07C8D","RB,CB","Azpilicueta","B. Schweinsteiger","Marcos Alonso","E. Can","M. Mandžukić"
"182",170481,"E. Garay","Valencia CF","170481.png",83,-0.279729333207208,-4.09714563039875,"Defensive Playmaker","#DC7157","CB","Sokratis","V. Ćorluka","A. Laporte","V. Kompany","D. Godín"
"183",167905,"A. Valencia","Manchester United","167905.png",83,2.8772487862934,-1.3687309698233,"Box to Box Player","#C07C8D","RB","C. Tolisso","A. Witsel","B. Matuidi","N. Kanté","Paulinho"
"184",163587,"K. Schmeichel","Leicester City","163587.png",83,-10.5139145352814,2.51752560002152,"Goalkeeper","#9487C6","GK","H. Lloris","Casillas","Ederson","V. Enyeama","A. Lopes"
"185",162240,"M. Dembélé","Tottenham Hotspur","162240.png",83,2.44695305261057,-1.67617709500294,"Box to Box Player","#C07C8D","CM,CDM","S. Lichtsteiner","Y. Touré","Y. Rakitskyi","K. Walker","M. Parolo"
"186",161956,"Borja Valero","Inter","161956.png",83,3.22690738926274,0.783212876624696,"Box to Box Player","#C07C8D","CF,CAM,CM","A. Guardado","I. Rakitić","O. Özyakup","Cesc Fàbregas","E. Banega"
"187",159147,"L. Perrin","AS Saint-Étienne","159147.png",83,1.20340959085303,-2.87723519802819,"Defensive Playmaker","#DC7157","CB","M. Topal","Sergio Busquets","M. Rojo","V. Wanyama","M. Gonalons"
"188",158963,"L. Biglia","Milan","158963.png",83,2.99936733647345,-0.577592239919197,"Box to Box Player","#C07C8D","CM,CDM","D. Alli","M. Sanson","J. Kimmich","Gabi","Alex Telles"
"189",146748,"Diego López","RCD Espanyol","146748.png",83,-12.0025419439542,1.4859024056744,"Goalkeeper","#9487C6","GK","S. Sorrentino","R. Jarstein","A. Pyatov","S. Ruffier","A. Areola"
"190",146562,"Santi Cazorla","Arsenal","146562.png",83,3.80943396543723,1.53955318849843,"Out and Out Attacker","#2C90F7","CM,CDM","H. Mkhitaryan","T. Lemar","Pizzi","Thiago","K. De Bruyne"
"191",142754,"J. Mascherano","FC Barcelona","142754.png",83,1.55899842825153,-2.23353871706236,"Box to Box Player","#C07C8D","CDM,CB","S. Umtiti","Mário Fernandes","G. Xhaka","S. Milinković-Savić","R. Battaglia"
"192",139869,"W. Sneijder","OGC Nice","139869.png",83,3.11459558989343,3.38866832188843,"Out and Out Attacker","#2C90F7","CAM","Gelson Martins","Y. Carrasco","N. Gaitán","I. Traoré","W. Ben Yedder"
"193",139068,"Nani","Lazio","139068.png",83,3.17123514843026,3.83085052528003,"Out and Out Attacker","#2C90F7","RW,LW,CAM,LM","Douglas Costa","Juan Mata","I. Traoré","Iuri Medeiros","Y. Brahimi"
"194",53302,"D. De Rossi","Roma","53302.png",83,2.00133507287783,-2.6151147385684,"Box to Box Player","#C07C8D","CDM","Fabinho","Thiago Silva","J. Kucka","T. Meunier","Bruno"
"195",24630,"José Reina","Napoli","24630.png",83,-11.4926892321595,1.93515154433666,"Goalkeeper","#9487C6","GK","S. Mandanda","Adrián","A. Lunev","J. Oblak","B. Foster"
"196",20775,"Quaresma","Beşiktaş JK","20775.png",83,3.02828984727574,4.43667497634462,"Out and Out Attacker","#2C90F7","RM,LM","M. Valbuena","Bernard","F. Ribéry","M. Lanzini","Iuri Medeiros"
"197",20289,"Y. Touré","Manchester City","20289.png",83,2.45933726847152,-1.83122728237443,"Box to Box Player","#C07C8D","CM,CDM","S. Lichtsteiner","M. Dembélé","M. Parolo","K. Walker","Y. Rakitskyi"
"198",5479,"Casillas","FC Porto","5479.png",83,-10.4863588449156,2.38319174958485,"Goalkeeper","#9487C6","GK","K. Schmeichel","M. Vorm","H. Lloris","A. Lopes","Ederson"
"199",230621,"G. Donnarumma","Milan","230621.png",82,-11.4940296210999,1.49627927873523,"Goalkeeper","#9487C6","GK","Kiko Casilla","A. Begović","R. Bürki","S. Romero","D. Subašić"
"200",222492,"L. Sané","Manchester City","222492.png",82,2.47674140161039,2.40330267408276,"Out and Out Attacker","#2C90F7","RW,LW,LM","F. Thauvin","Nolito","H. Ben Arfa","M. Depay","M. Salah"
"201",219809,"T. Bakayoko","Chelsea","219809.png",82,0.317811553873522,-3.23532028845382,"Defensive Playmaker","#DC7157","CM,CDM","Mikel San José","K. Vogt","J. Guilavogui","P. Wernbloom","J. Mathieu"
"202",219683,"C. Tolisso","FC Bayern Munich","219683.png",82,2.85787723817355,-1.43675718642988,"Box to Box Player","#C07C8D","CM,CDM","A. Valencia","A. Witsel","B. Matuidi","Filipe Luís","Paulinho"
"203",216594,"N. Fekir","Olympique Lyonnais","216594.png",82,2.79876341370879,2.4923575018387,"Out and Out Attacker","#2C90F7","ST,CAM","Marco Asensio","David Villa","J. Draxler","V. Germain","S. Mané"
"204",216451,"J. Seri","OGC Nice","216451.png",82,3.51088645435414,0.313442247883258,"Box to Box Player","#C07C8D","CM,CDM","M. Verratti","G. Bonaventura","João Moutinho","I. Gündoğan","G. Wijnaldum"
"205",215785,"K. Baldé Diao","AS Monaco","215785.png",82,1.83289754119509,2.42137770266389,"Out and Out Attacker","#2C90F7","ST,LW","E. Rigoni","D. Sturridge","Keko","D. Tadić","Joaquín"
"206",213331,"J. Tah","Bayer 04 Leverkusen","213331.png",82,-2.91561730788929,-4.71587167167996,"Defensive Anchor","#EF6537","CB","R. Thomas","K. Manolas","Jardel","M. Škrtel","W. Orban"
"207",212404,"F. Bernardeschi","Juventus","212404.png",82,2.65040972794817,2.95309998185924,"Out and Out Attacker","#2C90F7","RM,CF,LM","José Callejón","R. Boudebouz","H. Son","Bruma","D. Perotti"
"208",212188,"T. Werner","RB Leipzig","212188.png",82,1.68704738905917,2.59806303335601,"Out and Out Attacker","#2C90F7","ST","W. Zaha","S. Feghouli","D. Sturridge","K. Baldé Diao","L. Muriel"
"209",211575,"André Gomes","FC Barcelona","211575.png",82,2.04354814646868,-1.60706082550078,"Box to Box Player","#C07C8D","LW,CAM,CM","D. Basta","D. Blind","S. Aurier","Raúl García","Nacho Monreal"
"210",211300,"A. Martial","Manchester United","211300.png",82,2.66867773594103,1.8259353506627,"Out and Out Attacker","#2C90F7","ST,LM","Óliver Torres","E. Salvio","K. Mirallas","O. Shatov","A. Schürrle"
"211",208808,"Q. Promes","Spartak Moscow","208808.png",82,2.89416456787879,3.12264615623439,"Out and Out Attacker","#2C90F7","RM,ST,LM","Pedro","Y. Carrasco","Gabriel Jesus","Iago Aspas","S. Nasri"
"212",208618,"Lucas Vázquez","Real Madrid CF","208618.png",82,2.90916510129586,2.32096516575412,"Out and Out Attacker","#2C90F7","RW,RM","M. Almirón","D. Berardi","Jonas","David Villa","Raffael"
"213",208421,"Saúl","Atlético Madrid","208421.png",82,2.23406296332746,-1.3768528243073,"Box to Box Player","#C07C8D","RM,CM,LM","A. Rabiot","D. Rose","Raúl García","M. Benassi","S. Coleman"
"214",207863,"Felipe","FC Porto","207863.png",82,-1.23243385559446,-3.9021157992427,"Defensive Anchor","#EF6537","CB","S. de Vrij","S. Sané","J. Bruma","G. Cahill","A. Rüdiger"
"215",207664,"C. Bacca","Villarreal CF","207664.png",82,1.43287086275062,2.26333243607857,"Out and Out Attacker","#2C90F7","ST","M. Philipp","D. Sturridge","Kaká","Leo Baptistao","G. Bou"
"216",207471,"F. Vázquez","Sevilla FC","207471.png",82,2.05316670572786,0.40577431175587,"Box to Box Player","#C07C8D","CF,CAM,CM","F. Andone","V. Rongier","Bernat","M. Antonio","H. Kane"
"217",207410,"M. Kovačić","Real Madrid CF","207410.png",82,2.84666695506812,0.526858974694626,"Box to Box Player","#C07C8D","CM,CDM","V. Koziello","Bruno Fernandes","Manuel Fernandes","F. Belluschi","J. Wilshere"
"218",206652,"Sergio Rico","Sevilla FC","206652.png",82,-12.3335668140577,2.32090586746071,"Goalkeeper","#9487C6","GK","L. Hrádecký","A. Consigli","D. Ospina","Arrizabalaga","B. Costil"
"219",206545,"Manu Trigueros","Villarreal CF","206545.png",82,2.83715326970856,0.12737675462547,"Box to Box Player","#C07C8D","CAM,CM,CDM","M. Brozović","R. Pereyra","João Mário","R. Soriano","Jorginho"
"220",205452,"A. Rüdiger","Chelsea","205452.png",82,-1.13110773595472,-3.74802682856824,"Defensive Anchor","#EF6537","RB,CB","S. Sané","S. de Vrij","Felipe","G. Cahill","Víctor Ruíz"
"221",204970,"F. Thauvin","Olympique de Marseille","204970.png",82,2.46455359900884,2.39253739099865,"Out and Out Attacker","#2C90F7","RW,RM","L. Sané","H. Ben Arfa","M. Depay","Nolito","M. Salah"
"222",204639,"S. Savić","Atlético Madrid","204639.png",82,-2.64128540034626,-4.2352330585574,"Defensive Anchor","#EF6537","CB","Danilo","R. Shawcross","G. Cabral","K. Papadopoulos","B. Hübner"
"223",204525,"Iñigo Martínez","Real Sociedad","204525.png",82,0.0209716351012465,-3.22042381678876,"Defensive Playmaker","#DC7157","CB","S. Mustafi","Daniel Carriço","Naldo","J. Guilavogui","Mikel San José"
"224",204277,"Roque Mesa","Swansea City","204277.png",82,1.77685001965612,-1.04280615895726,"Box to Box Player","#C07C8D","CM,CDM","L. Digne","I. Denisov","H. Herrera","Juanfran","N. Clyne"
"225",203551,"A. Florenzi","Roma","203551.png",82,4.20314411617781,0.185245037046784,"Box to Box Player","#C07C8D","RW,RB,CM","Dani Alves","G. Bale","M. Pjanić","M. Verratti","M. Hamšík"
"226",203483,"D. Klaassen","Everton","203483.png",82,2.61252193563695,-0.561274164325949,"Box to Box Player","#C07C8D","CAM,CM","S. Corchia","Y. Cabaye","Alex Telles","J. Kimmich","L. Paredes"
"227",202857,"K. Bellarabi","Bayer 04 Leverkusen","202857.png",82,2.07840278220827,2.35137487467848,"Out and Out Attacker","#2C90F7","RM","Keko","D. Tadić","S. Gnabry","Joaquín","E. Rigoni"
"228",202652,"R. Sterling","Manchester City","202652.png",82,2.14476378271916,3.11757826430721,"Out and Out Attacker","#2C90F7","RW,RM,LM","Y. Konoplyanka","H. Lozano","S. El Shaarawy","Y. Mallı","Muniain"
"229",202651,"Suso","Milan","202651.png",82,2.62042242738734,4.68658129050679,"Out and Out Attacker","#2C90F7","RW","Bernard","M. Valbuena","Quaresma","S. Boufal","M. Lanzini"
"230",202477,"Deulofeu","FC Barcelona","202477.png",82,2.26275092195325,3.96191197617641,"Out and Out Attacker","#2C90F7","RW,RM,LW","K. Coman","F. Orellana","S. Kagawa","Pedro Santos","R. Mahrez"
"231",202335,"E. Dier","Tottenham Hotspur","202335.png",82,0.865193402230238,-3.65702139591722,"Defensive Playmaker","#DC7157","CM,CDM,CB","Iborra","S. N'Zonzi","G. Krychowiak","William Carvalho","T. Alderweireld"
"232",201862,"M. Rojo","Manchester United","201862.png",82,0.99240958186631,-2.96836928825206,"Defensive Playmaker","#DC7157","CB,LB","G. Barry","Sergio Busquets","L. Perrin","M. Topal","M. Gonalons"
"233",200949,"Lucas","Paris Saint-Germain","200949.png",82,2.97766184980947,2.58737624657205,"Out and Out Attacker","#2C90F7","RW,LW","S. Mané","Marco Asensio","David Villa","Willian","X. Shaqiri"
"234",200104,"H. Son","Tottenham Hotspur","200104.png",82,2.53246063040174,2.99325909154224,"Out and Out Attacker","#2C90F7","RM,ST,LM","R. Boudebouz","D. Perotti","F. Bernardeschi","E. Forsberg","Bruma"
"235",199845,"F. Acerbi","Sassuolo","199845.png",82,-1.18681949932968,-4.49037893204514,"Defensive Anchor","#EF6537","CB","Maicon","A. Barzagli","A. Granqvist","F. Lejeune","Pepe"
"236",199503,"G. Xhaka","Arsenal","199503.png",82,1.45444479371553,-2.02365000520452,"Box to Box Player","#C07C8D","CM,CDM","Mário Fernandes","G. Medel","R. Gagliardini","J. Mascherano","S. Umtiti"
"237",198164,"Jonathan Viera","UD Las Palmas","198164.png",82,3.21776637339118,2.19335057912485,"Out and Out Attacker","#2C90F7","CAM,CM,LM","Felipe Anderson","Marlos","Raffael","A. Lacazette","D. Berardi"
"238",197965,"Pizzi","SL Benfica","197965.png",82,3.62000686900742,1.49176226272644,"Out and Out Attacker","#2C90F7","RM,CM","H. Mkhitaryan","Santi Cazorla","T. Lemar","R. Lewandowski","Isco"
"239",195093,"Willian José","Real Sociedad","195093.png",82,0.486063870371346,0.107411046441635,"Box to Box Player","#C07C8D","ST","W. Bony","E. Džeko","C. Benteke","M. Gómez","Negredo"
"240",194794,"A. Yarmolenko","Borussia Dortmund","194794.png",82,2.60647808948308,1.05082454187486,"Box to Box Player","#C07C8D","RW,RM","Rafinha","M. Krohn-Dehli","P. Zieliński","T. Müller","N. Keïta"
"241",193698,"O. Baumann","TSG 1899 Hoffenheim","193698.png",82,-11.7948473426868,1.63147659430314,"Goalkeeper","#9487C6","GK","S. Ruffier","C. Kameni","A. Areola","T. Courtois","V. Babacan"
"242",193532,"G. Medel","Beşiktaş JK","193532.png",82,1.44569852768833,-1.95816084300473,"Box to Box Player","#C07C8D","CDM,CB","G. Xhaka","Mário Fernandes","R. Gagliardini","Carvajal","M. Vecino"
"243",193469,"Víctor Ruíz","Villarreal CF","193469.png",82,-0.888209675471086,-3.89071667761341,"Defensive Playmaker","#DC7157","CB","S. Kjær","Pepe","G. Cahill","J. Matip","A. Rüdiger"
"244",193348,"X. Shaqiri","Stoke City","193348.png",82,3.17669520100239,2.59139220790815,"Out and Out Attacker","#2C90F7","RW,RM","D. Payet","Willian","Lucas","K. Gameiro","S. Mané"
"245",193082,"J. Cuadrado","Juventus","193082.png",82,3.19758631849851,1.14136816284673,"Box to Box Player","#C07C8D","RM","Roberto Firmino","O. Özyakup","E. Banega","M. Acuña","E. Cavani"
"246",190483,"Douglas Costa","Juventus","190483.png",82,3.17244490608032,3.8244975039893,"Out and Out Attacker","#2C90F7","RM,LM","Nani","I. Traoré","Juan Mata","Iuri Medeiros","Y. Brahimi"
"247",190456,"N. Clyne","Liverpool","190456.png",82,1.88299550595014,-1.0697207454152,"Box to Box Player","#C07C8D","RB","L. Digne","H. Herrera","Juanfran","Roque Mesa","I. Denisov"
"248",189560,"Iborra","Leicester City","189560.png",82,0.853875184588091,-3.70050796857742,"Defensive Playmaker","#DC7157","CAM,CM,CDM","E. Dier","S. N'Zonzi","G. Krychowiak","T. Alderweireld","William Carvalho"
"249",188942,"V. Wanyama","Tottenham Hotspur","188942.png",82,1.34524638727248,-3.06967866569916,"Defensive Playmaker","#DC7157","CM,CDM","Sergio Busquets","L. Perrin","J. Vertonghen","M. Rojo","David Luiz"
"250",188803,"Taison","Shakhtar Donetsk","188803.png",82,3.09351252104421,2.80791931310988,"Out and Out Attacker","#2C90F7","CAM,LM","Willian","Bernardo Silva","S. Nasri","X. Shaqiri","Lucas"
"251",187754,"Marlos","Shakhtar Donetsk","187754.png",82,3.24856268528696,2.32761561775544,"Out and Out Attacker","#2C90F7","RM","Felipe Anderson","K. Gameiro","Jonathan Viera","Raffael","D. Payet"
"252",187072,"L. Stindl","Borussia Mönchengladbach","187072.png",82,3.22814229116097,0.148351261243475,"Box to Box Player","#C07C8D","CF,CAM","Jordi Alba","W. Rooney","G. Castro","Koke","A. Turan"
"253",186627,"M. Balotelli","OGC Nice","186627.png",82,1.72079572078726,0.940256527120017,"Out and Out Attacker","#2C90F7","ST","C. Immobile","D. Welbeck","N. Jørgensen","D. Laxalt","Rubén Pardo"
"254",186561,"A. Ramsey","Arsenal","186561.png",82,2.9934819316554,-0.248472945450821,"Box to Box Player","#C07C8D","RM,CM,CDM","Bruno Peres","Antunes","L. Paredes","Y. Tielemans","João Mário"
"255",186153,"W. Szczęsny","Juventus","186153.png",82,-11.3455417135021,1.70731057752228,"Goalkeeper","#9487C6","GK","D. Subašić","Neto","R. Bürki","A. Begović","T. Heaton"
"256",184484,"G. Sigurðsson","Everton","184484.png",82,2.76477469900555,0.792893957410812,"Box to Box Player","#C07C8D","CAM,LM","Bruno Fernandes","J. Pastore","F. Belluschi","M. Krohn-Dehli","I. Perišić"
"257",184267,"Y. Brahimi","FC Porto","184267.png",82,2.88316856279161,3.83787213555,"Out and Out Attacker","#2C90F7","LM","O. Dembélé","Iuri Medeiros","J. Corona","Malcom","Nani"
"258",184200,"M. Arnautović","West Ham United","184200.png",82,2.17669516343303,-0.180730232477614,"Box to Box Player","#C07C8D","RM,LW,LM","F. Johnson","Gayà","M. Arnold","João Cancelo","R. Barkley"
"259",183711,"J. Henderson","Liverpool","183711.png",82,3.0868247857112,-1.13287358680835,"Box to Box Player","#C07C8D","CM,CDM","N. Kanté","L. Goretzka","A. Witsel","A. Valencia","C. Tolisso"
"260",183574,"M. Kruse","SV Werder Bremen","183574.png",82,3.19359016574323,1.9062248414007,"Out and Out Attacker","#2C90F7","ST,CF,CAM","H. Ziyech","L. Suárez","A. Di María","A. Lacazette","P. Aubameyang"
"261",183497,"O. Karnezis","Watford","183497.png",82,-12.3552801246073,1.91082540332837,"Goalkeeper","#9487C6","GK","T. Horn","B. Costil","Arrizabalaga","E. Viviano","R. Adler"
"262",183376,"L. Fejsa","SL Benfica","183376.png",82,0.0125262203179014,-3.54403850890791,"Defensive Playmaker","#DC7157","CM,CDM","Naldo","Marquinhos","Piqué","B. Ivanović","Daniel Carriço"
"263",182494,"F. Muslera","Galatasaray SK","182494.png",82,-10.2308297520906,2.09320826327593,"Goalkeeper","#9487C6","GK","M. Vorm","Casillas","De Gea","K. Schmeichel","J. Cillessen"
"264",181786,"V. Ćorluka","Lokomotiv Moscow","181786.png",82,-0.418257749855659,-4.04186574772887,"Defensive Playmaker","#DC7157","CB","Sokratis","A. Laporte","E. Garay","J. Matip","Miranda"
"265",181291,"G. Wijnaldum","Liverpool","181291.png",82,3.29971042006356,0.396442467946865,"Box to Box Player","#C07C8D","CAM,CM","I. Gündoğan","A. Lallana","Koke","Cesc Fàbregas","A. Turan"
